loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1990,5, Not Graduate, No,5661888,15432287,8,684,24743087,10886361,10342735,11030194, Approved
1991,3, Graduate, Yes,6694355,6598067,10,446,20859746,10599502,11015956,211354, Rejected
1992,2, Graduate, No,4821813,14301393,10,678,7180302,18772320,10305398,2138652, Approved
1993,1, Graduate, No,4482627,7647017,4,683,26700376,10778812,11690373,11574855, Approved
1994,3, Not Graduate, No,1803631,1842677,18,887,24559418,1628738,2578168,9532388, Approved
1995,4, Not Graduate, No,6389551,17514299,10,848,25223779,18156840,6921302,2374832, Approved
1996,0, Not Graduate, No,1399260,4397968,10,539,10374466,11911215,4150695,534913, Approved
1997,3, Not Graduate, No,4805789,11799700,18,714,20301646,12933052,4786185,3324098, Approved
1998,5, Graduate, Yes,4167130,3409022,10,792,19553506,1862871,12065334,1741243, Approved
1999,1, Graduate, No,7733637,20463394,18,315,4313853,9112177,17489160,4065453, Rejected
2000,1, Graduate, No,4822647,3960111,6,710,16857993,8901691,6597911,12246028, Approved
2001,5, Graduate, No,251023,944977,18,850,15877218,15805631,362170,12784212, Approved
2002,0, Graduate, No,5108347,8456237,20,372,16913269,7425059,8234085,4213922, Rejected
2003,2, Not Graduate, Yes,2292396,8223331,16,752,9788996,6655672,5211164,4232135, Approved
2004,2, Not Graduate, No,3886410,3259725,18,336,19374715,13207033,13364898,12150073, Approved
2005,4, Not Graduate, No,3075444,3417103,16,541,25676070,301925,4474214,6257543, Approved
2006,0, Graduate, No,1816134,4076324,14,791,17494776,14461629,6039742,3139192, Approved
2007,2, Graduate, No,9370326,30243135,16,892,25281849,143088,10452041,10985964, Approved
2008,0, Graduate, No,2659566,10149428,20,736,22354148,4619016,2231041,7212909, Approved
2009,4, Graduate, No,5118348,12629541,14,733,9038489,9650897,10729804,13116383, Approved
2010,3, Graduate, Yes,8232895,15951022,14,455,21316058,3758067,28234240,12892998, Approved
2011,2, Graduate, Yes,3734213,3519774,2,795,19446457,685681,7298860,11630383, Approved
2012,2, Graduate, No,9291732,24789135,20,695,27363061,8138502,26943655,14291464, Approved
2013,0, Not Graduate, No,4121827,8310180,16,865,9744088,13719073,7904176,7870583, Approved
2014,5, Graduate, No,9383827,34806745,4,661,4665294,4694553,28620723,8044609, Approved
2015,3, Graduate, Yes,4582676,10705999,6,323,19635343,5317264,13464920,32034, Rejected
2016,1, Graduate, Yes,339944,1104624,6,606,18298206,13126505,869773,2472836, Approved
2017,2, Graduate, Yes,8617954,30285849,8,764,17763647,18383901,20219717,2320281, Approved
2018,4, Graduate, No,8581198,9563645,18,772,21429449,10043334,17629457,13545090, Approved
2019,4, Graduate, No,9534657,21078344,10,531,14768585,10843829,32134432,3727960, Rejected
2020,2, Not Graduate, No,1401949,5130987,10,402,778098,16043354,3045228,9146134, Rejected
2021,1, Graduate, Yes,8388397,18104316,16,821,25461615,1281086,12678342,6082353, Approved
2022,3, Not Graduate, No,3513454,9164822,8,793,7971267,19036677,11055614,11245048, Approved
2023,3, Graduate, No,8364070,30059904,18,827,7060062,9231316,20743768,5324187, Rejected
2024,3, Graduate, Yes,9546118,14742065,16,702,23589332,7335292,20758215,13785795, Approved
2025,0, Graduate, No,2130446,7803102,6,797,23106279,11988577,5425205,7561773, Approved
2026,2, Graduate, No,3800912,7869753,14,541,14607904,17692736,5878552,3584762, Rejected
2027,3, Graduate, Yes,2806177,7570242,10,767,19964674,18178375,4946052,6056804, Approved
2028,5, Not Graduate, Yes,3154959,5835810,8,592,2249080,15077141,3428759,5365840, Approved
2029,3, Graduate, No,5981677,14875120,20,776,8084895,9382013,18334213,10673180, Approved
2030,2, Not Graduate, No,4200876,4023240,8,387,6968173,2892994,10488647,4761538, Rejected
2031,3, Graduate, No,6564532,6622509,4,477,12171055,3691885,19514943,767791, Approved
2032,1, Graduate, No,6741547,14340031,10,428,10294469,16217009,9789883,11523111, Rejected
2033,0, Graduate, Yes,2166242,4054871,12,543,1908312,2427124,7552195,14622504, Rejected
2034,4, Graduate, No,626082,1734581,4,788,19938214,9341241,983969,3688264, Approved
2035,5, Graduate, No,7438934,6853583,16,369,17289480,7909296,11613210,12392965, Rejected
2036,5, Not Graduate, Yes,1961429,2621527,6,738,10938278,13757720,6633369,579134, Approved
2037,3, Not Graduate, No,2139646,3146764,2,798,25737626,6658081,5274643,4924010, Approved
2038,0, Not Graduate, Yes,6033075,13330523,12,702,10398752,13630665,19911120,172599, Rejected
2039,5, Graduate, Yes,2751203,4374058,4,687,3328516,9858148,6518770,5832990, Approved
2040,2, Not Graduate, Yes,2040514,2531299,16,383,24578506,17187732,2529062,8956669, Approved
2041,1, Not Graduate, No,3175916,8613832,2,667,3741155,3624282,5310796,14166488, Approved
2042,5, Not Graduate, Yes,5269483,16759012,10,435,1975616,14766595,16212813,12358759, Rejected
2043,4, Not Graduate, Yes,8406116,25158309,2,447,13709895,13999325,16546479,13756323, Rejected
2044,4, Not Graduate, No,9790201,16484508,8,816,16751489,15997700,25718259,9589642, Approved
2045,1, Not Graduate, Yes,7301213,25804118,20,669,8083796,9510742,7298192,5779651, Rejected
2046,5, Not Graduate, No,8919031,24597179,14,896,24319228,6225691,15156161,13325912, Approved
2047,2, Graduate, No,5347648,14796586,12,572,7958631,10032255,16141188,876352, Rejected
2048,3, Not Graduate, Yes,4160786,6162602,4,514,27941543,3782413,13826420,11981164, Approved
2049,4, Graduate, Yes,8151568,12839381,8,897,18485300,12834887,12006460,14523105, Approved
2050,3, Not Graduate, No,3133189,7266494,8,673,5270511,4352002,3188704,325712, Approved
2051,1, Not Graduate, Yes,8085403,12621534,12,817,11838460,15009617,4610802,9610174, Approved
2052,1, Graduate, Yes,9882514,29665812,6,326,2108919,8216290,8717893,12874900, Rejected
2053,2, Graduate, No,3981381,7116218,20,615,24479243,16662296,11972027,10187126, Approved
2054,5, Graduate, No,6344160,8159425,14,790,18754456,3170038,11844875,14343261, Approved
2055,4, Graduate, No,7779941,9998502,8,785,12381168,2401394,10696364,4036553, Approved
2056,2, Graduate, No,7799986,9415588,4,729,19660353,18444302,22050405,9388326, Approved
2057,4, Not Graduate, No,2200554,4857063,12,398,17804516,6526370,6338338,12034955, Rejected
2058,4, Not Graduate, No,9537255,7722583,10,628,17355512,1646008,15130677,1022650, Approved
2059,2, Not Graduate, No,5081319,12884148,14,360,11478639,16217157,16281069,8194983, Rejected
2060,2, Graduate, No,605349,1062126,12,781,10129208,8031991,1143708,14117196, Approved
2061,5, Graduate, No,1346944,3458860,14,678,7350283,17886450,1729063,6912562, Approved
2062,3, Graduate, No,7257685,27531021,18,416,22788502,8493563,23219277,11995081, Rejected
2063,0, Not Graduate, Yes,4339906,15540996,12,736,13615764,14668212,4161338,10895669, Approved
2064,4, Graduate, No,1247110,3298076,16,731,13543770,11228334,4349708,3963040, Approved
2065,3, Graduate, No,5247547,11218337,8,331,20865980,9356793,12277983,5466922, Rejected
2066,3, Graduate, Yes,6015585,18255860,20,353,15352228,9428257,19526843,7212070, Rejected
2067,4, Not Graduate, Yes,975208,3660975,10,420,27626745,4871771,1010810,6312250, Approved
2068,5, Graduate, No,3596030,8510187,14,342,6903462,14290415,5995782,8750868, Rejected
2069,1, Not Graduate, Yes,4687343,5239440,20,622,1127054,10185533,14623351,9589204, Approved
2070,2, Not Graduate, Yes,7769246,25261565,8,827,12160028,29462,23395551,6073586, Rejected
2071,1, Not Graduate, Yes,6521204,5435640,4,337,15376164,7707624,20317159,9401920, Approved
2072,3, Graduate, Yes,1044096,3390015,6,668,23797446,7875707,1400526,9689780, Approved
2073,2, Graduate, No,6156655,6598291,6,554,18406610,17181237,14485710,14276433, Approved
2074,2, Graduate, Yes,8954641,10218794,2,801,27232672,8281849,14943465,11998255, Approved
2075,4, Graduate, Yes,727232,2400928,12,589,2394467,11004941,1063448,8273914, Approved
2076,2, Not Graduate, No,9770368,29374312,6,701,15537088,1607613,20130698,2600015, Rejected
2077,2, Graduate, Yes,1124794,2922316,2,853,24028876,7606087,2975258,4718486, Approved
2078,2, Graduate, Yes,6239834,21376876,4,381,14512827,5510874,12826312,4872554, Rejected
2079,1, Graduate, No,3608155,12716506,6,489,7930203,9670510,4299094,4225351, Rejected
2080,0, Not Graduate, No,7288681,16501859,8,461,22264685,17431808,21301009,13909899, Rejected
2081,4, Graduate, No,8374051,33397020,20,401,25359937,18111210,28751182,7850079, Rejected
2082,0, Not Graduate, No,8463034,16454302,16,688,7439825,5567724,13444679,14543263, Rejected
2083,1, Graduate, No,8636633,11649305,16,304,15980862,11897214,26322371,1757516, Rejected
2084,4, Not Graduate, Yes,8117640,28469575,14,531,23317704,18514235,25096400,10479707, Rejected
2085,0, Not Graduate, No,3203244,6822348,18,372,4325496,4442200,4105161,8645053, Rejected
2086,3, Graduate, No,4713410,16960729,8,669,220096,8502002,12329910,11214018, Rejected
2087,4, Graduate, Yes,7173253,7142639,2,750,21411327,9701505,23781138,5736747, Approved
2088,3, Graduate, No,1833241,2118065,12,580,21788514,64299,4985623,7633761, Approved
2089,1, Graduate, Yes,5800688,5388099,2,566,4475349,9033769,3422784,5174357, Approved
2090,0, Graduate, No,5343060,14567506,6,569,17271991,2354014,12361477,10244503, Rejected
2091,5, Not Graduate, No,9739195,33716755,16,419,20863012,6021842,27614067,2829417, Rejected
2092,1, Not Graduate, No,682271,1424932,12,525,27919932,2240002,1606345,9702047, Approved
2093,4, Graduate, Yes,1118045,1218921,14,859,23418568,14284210,655419,7282576, Approved
2094,1, Not Graduate, No,491977,981543,12,324,6298621,16194354,423349,11719711, Approved
2095,0, Graduate, No,5514443,10553252,12,772,16647898,5204766,16018722,553204, Approved
2096,4, Not Graduate, Yes,5542437,15846437,8,398,21235971,782654,10886233,2679702, Rejected
2097,5, Graduate, Yes,5947615,17170081,6,368,7788790,9555450,20066840,8925603, Rejected
2098,5, Not Graduate, No,2548364,2878825,6,471,4637983,2226005,4446754,5494955, Approved
2099,4, Not Graduate, Yes,3184385,6829122,16,461,12626528,8556306,9442098,4197571, Rejected
2100,1, Graduate, No,4243556,12119793,20,489,20837823,10552938,2573621,13714119, Approved
2101,5, Graduate, No,655446,1067299,2,809,15265395,9057135,1981442,13304529, Approved
2102,4, Graduate, Yes,7499037,15767902,12,842,17489181,10127294,23075835,1350509, Approved
2103,1, Not Graduate, No,705413,1949637,10,715,19274229,10995445,1118945,7737519, Approved
2104,0, Graduate, Yes,6668896,13932565,12,387,27706296,3173719,9525558,9803274, Rejected
2105,5, Not Graduate, No,4600095,4134358,6,867,18347233,13255966,14857047,11474632, Approved
2106,1, Not Graduate, No,9888580,14955203,2,808,3826793,12968343,28015476,2978304, Approved
2107,4, Not Graduate, Yes,6916995,22711668,6,345,11552347,2774196,15866522,12512476, Rejected
2108,0, Graduate, No,4812679,7677248,4,532,4843439,8416200,8706303,9634220, Rejected
2109,1, Graduate, No,6991705,23888395,2,765,21962641,5593506,22626974,12921052, Approved
2110,1, Not Graduate, No,1337516,3068402,8,353,28918298,7708418,3667022,10002417, Approved
2111,1, Graduate, Yes,1955407,4523536,14,345,22348216,14993033,3422955,12798275, Approved
2112,4, Not Graduate, No,5039846,16458382,20,663,7056637,11572604,10030101,437764, Rejected
2113,5, Graduate, No,8522329,17270834,14,501,20163237,17610259,6777765,3314390, Rejected
2114,5, Graduate, Yes,8154736,12746976,4,564,514660,11040318,23911602,7822372, Approved
2115,4, Not Graduate, No,3858475,4383627,8,750,7819701,866345,11672299,4458738, Approved
2116,1, Graduate, Yes,2951587,8707511,8,626,8726464,13798364,4624920,2909497, Approved
2117,5, Graduate, No,9554368,22011507,6,726,13559431,1423292,13652821,10406690, Approved
2118,3, Graduate, Yes,5684631,19271479,20,375,9225728,6633206,7143889,14596030, Rejected
2119,3, Graduate, No,1346148,3048431,14,301,12493228,18116295,1373577,7902990, Approved
2120,4, Not Graduate, Yes,2381824,5067078,10,451,188463,19200672,7963284,8944285, Rejected
2121,4, Graduate, Yes,8313610,14601414,10,421,23668654,2870053,23087730,8957184, Rejected
2122,5, Graduate, No,8912873,12818219,8,494,11409115,19112009,16045101,6129831, Rejected
2123,3, Graduate, No,9010880,31154200,10,767,23418037,18998209,7483639,9962620, Approved
2124,3, Not Graduate, No,267122,295083,14,391,1582571,17039865,245301,11857004, Approved
2125,4, Graduate, No,8179952,30157918,20,375,25102954,16067509,21508081,1679513, Rejected
2126,1, Not Graduate, Yes,1286024,1139557,10,420,18128029,1457311,1426513,4048417, Approved
2127,1, Not Graduate, No,8045759,19882739,4,495,6627215,2341665,12419609,2474104, Rejected
2128,3, Graduate, Yes,8750502,8633695,20,418,21802132,11906191,29498181,11649115, Approved
2129,0, Not Graduate, Yes,3704707,12206056,8,410,21680027,1988986,8311857,9376192, Rejected
2130,1, Not Graduate, No,2078087,3068895,2,647,21039026,4866305,6078491,9873372, Approved
2131,4, Graduate, No,7119428,18588486,12,366,25228616,18959560,5778441,9192958, Rejected
2132,5, Graduate, Yes,863875,3224523,16,392,27659790,17663739,1288174,7825588, Approved
2133,3, Not Graduate, Yes,5819661,16746822,6,801,4744880,4943562,18546218,12016244, Rejected
2134,2, Not Graduate, No,3416219,4682351,6,310,8115486,10451128,10014267,2310917, Rejected
2135,2, Not Graduate, Yes,4317447,14460722,6,336,1062168,10450143,11529094,10198593, Rejected
2136,4, Not Graduate, Yes,8208777,18163846,18,341,1838615,5096401,18570015,12265723, Rejected
2137,3, Graduate, Yes,9833183,8281168,20,621,2970298,4582972,12850202,3052846, Approved
2138,0, Not Graduate, Yes,4101222,9669237,18,716,20036916,8480490,9254168,10430315, Approved
2139,3, Not Graduate, Yes,3017410,10259046,6,715,17540489,11653085,1968195,1030063, Rejected
2140,2, Graduate, No,8293985,18046586,18,714,912160,15604034,9180467,2402987, Rejected
2141,4, Graduate, Yes,4207497,13577465,8,334,12169953,16296553,8645547,5748064, Rejected
2142,5, Graduate, No,2138539,6538973,18,506,3115030,396175,1081955,14697319, Rejected
2143,5, Not Graduate, No,8957752,20263504,20,680,5575994,12744038,10719567,5457703, Approved
2144,3, Graduate, No,9819861,18014576,16,709,1517009,11950781,9395093,6304480, Approved
2145,2, Not Graduate, No,3003380,9385346,20,500,15273633,904363,4614808,11281015, Approved
2146,2, Graduate, No,1732577,3431436,4,808,2265198,16192433,5327777,11735107, Approved
2147,1, Graduate, No,1681007,2259741,14,800,22758705,11546673,5618357,9870805, Approved
2148,5, Not Graduate, No,6006666,10972747,2,759,27024048,13945453,5977685,445266, Approved
2149,5, Graduate, No,3206997,11564063,14,778,24804294,12823722,3826665,12821376, Approved
2150,5, Not Graduate, No,6244115,10657737,8,885,23867753,6485270,18986054,3835831, Approved
2151,1, Graduate, No,7565323,11740425,20,776,21775080,3897421,7701715,7412648, Approved
2152,1, Not Graduate, Yes,255283,313218,10,651,26402148,7330961,695377,10756598, Approved
2153,5, Graduate, No,8540583,8340469,16,539,25668381,14785087,6460399,4243876, Approved
2154,3, Not Graduate, No,482910,1895622,8,517,6192013,12353438,1180674,10077651, Approved
2155,4, Not Graduate, Yes,1310116,3298460,2,793,17481795,12161731,1699351,7412480, Approved
2156,2, Graduate, No,7231128,22668590,16,477,8805601,2529477,19876083,2296894, Rejected
2157,2, Graduate, Yes,6230613,20396005,6,677,24258844,185215,12823347,3167879, Rejected
2158,3, Graduate, Yes,9691067,18678701,16,601,204073,12955447,10046584,11213624, Approved
2159,4, Not Graduate, No,5702682,19141045,10,527,12040144,18440768,9732694,889799, Rejected
2160,2, Not Graduate, Yes,4246122,16461151,20,570,10930491,6956955,8675075,5610430, Rejected
2161,4, Graduate, Yes,6687338,21223189,8,348,24707127,8644244,23324968,7345340, Rejected
2162,1, Graduate, Yes,7591668,23363707,10,725,8471824,18582736,14736089,5644711, Rejected
2163,2, Not Graduate, No,6709246,14647277,16,340,25968163,4508151,6398735,6079995, Rejected
2164,5, Graduate, Yes,3794742,13252090,16,344,14343821,10124832,8218209,14286448, Rejected
2165,5, Not Graduate, No,9506834,10308066,4,450,19874474,1672236,11033989,473767, Rejected
2166,5, Graduate, No,3125646,9998903,16,618,15343476,5114536,9810455,14428949, Rejected
2167,1, Not Graduate, No,3561333,6974440,10,479,12443447,7263921,10691849,10602724, Approved
2168,5, Not Graduate, No,2894288,7557323,20,828,8751230,13298586,2564169,13492362, Approved
2169,5, Graduate, No,3107739,11366505,14,856,8096710,5970720,7039420,9471961, Approved
2170,5, Graduate, Yes,2266023,6199980,16,535,18533103,8934557,5867915,13874790, Rejected
2171,0, Graduate, No,5837885,5148202,8,899,9362722,5780290,7326507,1084891, Approved
2172,4, Not Graduate, No,7268983,22623513,6,353,25047606,2737641,17293822,10560688, Rejected
2173,5, Graduate, Yes,4365359,16469968,16,386,3751533,15388102,8242085,10437346, Rejected
2174,4, Not Graduate, Yes,9151181,26121480,2,508,6168735,13054700,17810358,13697317, Rejected
2175,1, Not Graduate, No,4795416,17055109,12,865,1272408,12530870,10328710,1217487, Approved
2176,4, Graduate, Yes,4729912,16275373,20,602,25031129,11310038,10455055,7470370, Rejected
2177,0, Not Graduate, No,871986,3100900,20,723,11959565,2581228,2292794,7609552, Approved
2178,2, Graduate, Yes,8964213,17042056,16,691,921866,9995055,16649085,1387158, Rejected
2179,3, Not Graduate, No,1637949,3795657,10,599,1141658,13736637,4369895,9147028, Approved
2180,2, Graduate, Yes,1794833,6306517,18,859,26615575,9591797,3513936,7067995, Approved
2181,4, Not Graduate, No,9273136,34433708,2,872,25525111,14035550,23075728,7335087, Approved
2182,1, Not Graduate, Yes,5239516,6653623,16,568,7957653,6384415,6755463,10029872, Rejected
2183,3, Not Graduate, Yes,862427,1190928,4,728,18813780,9976811,1832747,10986866, Approved
2184,3, Not Graduate, Yes,4485493,8566639,16,674,7247764,7386324,8540321,9735939, Approved
2185,3, Graduate, Yes,5924412,19342927,8,656,24450716,19317880,8333212,5667829, Approved
2186,1, Not Graduate, No,297869,1072310,16,360,20717961,3473755,204616,14164285, Approved
2187,1, Not Graduate, No,7519377,19977243,14,425,12832524,5499497,15268652,3130446, Rejected
2188,1, Not Graduate, Yes,6684646,7770621,20,894,26921041,13212469,3537950,4996475, Approved
2189,2, Graduate, No,315076,558312,16,446,6417030,1134039,526016,7150197, Approved
2190,3, Graduate, Yes,6199041,21959939,20,691,28907821,9947522,9992635,4594578, Approved
2191,2, Not Graduate, Yes,2360657,4513991,4,846,8347113,558840,5668550,5030882, Approved
2192,2, Graduate, No,7323871,8268527,8,661,25761611,10240151,25357341,13627827, Approved
2193,1, Not Graduate, No,3857598,6814906,10,429,24772733,6218632,11858270,2223762, Rejected
2194,1, Not Graduate, No,2160783,7306601,2,815,16274541,3684602,7401225,7522558, Approved
2195,3, Not Graduate, Yes,5116129,12171959,2,319,21757562,9659608,17153414,6924926, Rejected
2196,4, Graduate, Yes,4497506,6067283,2,733,20219535,6422877,3248720,1276947, Approved
2197,1, Not Graduate, No,3513474,6325741,16,459,25078328,1517682,4728581,2961026, Rejected
2198,5, Graduate, Yes,8720786,33587759,10,684,6467586,10333706,12130288,4007380, Rejected
2199,3, Graduate, Yes,6495292,14174441,16,588,6864358,10976493,4631543,6913354, Rejected
2200,1, Not Graduate, No,4927849,10905909,18,641,10177243,12840552,14980423,6120143, Approved
2201,2, Graduate, No,2396055,3090486,2,529,10632947,17476888,7633802,8710161, Approved
2202,0, Graduate, Yes,5716231,10143873,18,617,-11340,13628319,13232628,5535872, Rejected
2203,0, Graduate, Yes,447184,1523553,6,861,4367568,15459138,1418902,11498304, Approved
2204,2, Graduate, No,8782132,29120115,10,795,13841483,12572568,23212118,5391492, Approved
2205,2, Not Graduate, Yes,215239,472147,20,551,28039775,13045890,392092,12541539, Approved
2206,4, Graduate, Yes,6978753,25540053,8,864,3635066,15390545,6626976,14698898, Rejected
2207,0, Graduate, Yes,3551466,7162697,20,833,6916214,12837594,11987937,9822000, Approved
2208,5, Not Graduate, No,7175335,25586201,12,676,24915739,9743893,18489662,1497438, Rejected
2209,1, Graduate, No,3708129,3341060,2,656,1041277,14167830,5794143,13135070, Approved
2210,0, Not Graduate, Yes,453667,867019,18,321,2743882,18727469,401858,12004860, Approved
2211,4, Not Graduate, Yes,9401459,33245619,2,614,25795318,9587603,27235173,8199501, Rejected
2212,4, Not Graduate, No,7630129,28110849,14,427,7185724,4384440,22173497,4997318, Rejected
2213,3, Not Graduate, No,634372,2043031,10,396,8860327,7794916,1350595,10443354, Approved
2214,0, Graduate, No,518899,1527415,4,815,330633,275593,1816079,9048941, Approved
2215,0, Not Graduate, Yes,5341631,18212908,12,462,11724639,5949116,8863159,11324330, Rejected
2216,2, Graduate, No,9478926,29045194,8,669,28792731,17209168,31528754,9486074, Rejected
2217,2, Graduate, No,5804789,9366068,2,820,28577105,1932596,13878009,12125235, Approved
2218,5, Not Graduate, No,303951,696642,12,658,18565837,17227990,823484,14220163, Approved
2219,1, Graduate, Yes,6982967,20350153,2,767,19546818,10905953,22703239,11052216, Approved
2220,1, Not Graduate, No,4349407,11660624,12,765,18628085,6177973,13019750,4673341, Approved
2221,5, Not Graduate, Yes,6395725,23231270,6,568,20123035,9166850,8736584,13265487, Rejected
2222,0, Not Graduate, Yes,3598222,8334571,18,853,14998850,17044606,11160620,12153325, Approved
2223,0, Graduate, Yes,278953,382042,20,845,5887478,2306716,591136,6950965, Approved
2224,2, Graduate, No,378033,562007,20,502,25160415,10975470,239856,879747, Approved
2225,2, Not Graduate, Yes,6329019,22198280,20,791,25493160,5204433,15958329,14016187, Approved
2226,3, Graduate, No,6361148,5266439,4,409,4095873,10497801,12716526,7945720, Approved
2227,5, Graduate, No,3327163,11915293,12,367,2651916,15271736,7019885,5884212, Rejected
2228,5, Not Graduate, No,998288,976207,6,618,22971989,17873924,1731606,8924357, Approved
2229,1, Not Graduate, Yes,7696828,15803951,2,663,1284607,4958718,5328172,1031799, Approved
2230,5, Not Graduate, No,1667023,5602137,8,650,23387293,12874769,1734770,12138083, Approved
2231,3, Graduate, Yes,2027144,4265859,10,779,28471462,8258951,5613899,2677097, Approved
2232,0, Graduate, Yes,4587730,15742860,6,534,951335,9753081,5517600,3787511, Rejected
2233,5, Not Graduate, Yes,7147194,8011691,4,785,23149897,3129368,17033050,8206508, Approved
2234,0, Graduate, Yes,9852703,24010398,10,841,3760899,16618784,20942716,9765354, Approved
2235,3, Graduate, No,6267304,16695576,4,354,8345966,3295024,7296366,214442, Rejected
2236,4, Graduate, Yes,9515797,34740076,2,569,15822033,773283,12767477,8540777, Rejected
2237,1, Graduate, Yes,6527221,7177257,10,434,19691364,14673106,10774502,2313693, Approved
2238,1, Graduate, No,8424504,15867740,2,693,2524573,7868639,26457653,14025204, Approved
2239,2, Graduate, Yes,1906692,5548309,20,547,3079678,1293479,6337688,5498937, Rejected
2240,5, Not Graduate, Yes,746946,2939812,18,468,8116857,13208602,1240129,7209323, Approved
2241,1, Graduate, Yes,6690987,23515325,20,450,19738379,5529507,4271880,9177167, Rejected
2242,3, Not Graduate, Yes,9658940,33891136,4,512,11646887,18937674,22241593,2303918, Rejected
2243,2, Graduate, No,7348690,18040917,10,365,7918645,19028383,12880250,2433586, Rejected
2244,0, Not Graduate, Yes,3528958,9195607,18,362,4475030,10677587,6976559,14098103, Rejected
2245,4, Graduate, Yes,4947279,17550256,12,677,28081762,9232322,9032995,8450503, Approved
2246,4, Graduate, No,1288440,4616225,8,865,20390668,8629658,3174356,3334449, Approved
2247,3, Graduate, Yes,3501547,11790684,18,604,28589041,11760538,4948807,9748240, Rejected
2248,1, Graduate, No,6824369,23335438,8,856,14306284,17635457,21687122,13126048, Approved
2249,0, Graduate, No,1815582,6562994,20,392,23724769,12431318,3202229,11225793, Rejected
2250,2, Not Graduate, Yes,4871692,5671147,4,883,18518658,1924890,7429253,5883291, Approved
2251,3, Not Graduate, Yes,3012617,5231246,16,651,15180896,3805090,9847747,9709037, Approved
2252,3, Graduate, Yes,4960877,19464314,2,746,13702116,12211639,7810547,13165696, Rejected
2253,1, Graduate, Yes,7609135,19352189,20,337,14453758,7165236,5700908,3676216, Rejected
2254,3, Not Graduate, Yes,8783270,11986391,8,662,11903295,9300050,8484710,11617715, Approved
2255,1, Not Graduate, No,4171187,10051634,2,529,18522054,7773708,11023967,14661195, Approved
2256,4, Graduate, Yes,8223601,23573029,18,839,14228521,11561508,17984822,5074062, Approved
2257,4, Not Graduate, Yes,7016318,24208474,20,775,28147693,4475254,14761290,13057255, Approved
2258,3, Graduate, Yes,9141537,31071769,20,818,26075879,1429852,6819342,325765, Approved
2259,0, Not Graduate, No,7378885,7065819,10,834,13412246,4539285,7321540,5490728, Approved
2260,5, Graduate, No,5542897,12478612,2,732,11424729,12958623,9359976,4064282, Approved
2261,0, Graduate, Yes,6739451,5835158,6,447,21986749,11792664,12427662,429088, Approved
2262,5, Graduate, No,3281263,11950686,2,469,18589841,15697563,5347626,8860001, Rejected
2263,0, Not Graduate, Yes,6733322,9133747,2,815,6645238,2104426,13522077,7772010, Approved
2264,3, Graduate, No,7076108,19810265,4,660,24168309,2746744,19110056,5575060, Rejected
2265,0, Not Graduate, No,6124839,16083697,12,835,19753759,2505421,14743179,12718288, Approved
2266,0, Not Graduate, No,1199177,3359727,16,777,17973650,10916451,2798706,3649171, Approved
2267,4, Not Graduate, Yes,5228693,13609938,12,664,22658120,11122059,11363709,12082566, Approved
2268,4, Graduate, Yes,7095552,21924430,6,391,6478473,3090488,7824866,9346226, Rejected
2269,0, Graduate, No,2118821,5940224,14,889,23178726,8717158,4902759,13194088, Approved
2270,5, Graduate, Yes,7837595,8534833,6,445,3449026,998254,7644541,102479, Rejected
2271,1, Not Graduate, Yes,8375192,16529760,10,447,22990179,11871509,22099992,14251888, Rejected
2272,1, Not Graduate, No,5425634,13830478,18,387,17094524,11057752,10074656,33338, Rejected
2273,1, Graduate, No,9553362,17584221,4,341,16835805,523014,21441392,10481513, Rejected
2274,2, Not Graduate, No,8520980,27548829,18,525,21067202,1716594,26316056,11062248, Rejected
2275,1, Graduate, No,4724895,8586422,6,806,8941991,13675365,7650984,2387243, Approved
2276,2, Graduate, No,8777945,30299617,14,819,22270251,17443655,7016100,517974, Approved
2277,1, Graduate, Yes,9252415,11746384,6,594,644692,16487859,29368932,535273, Approved
2278,0, Not Graduate, No,1248965,4074194,4,488,20089643,11001548,1992038,1903264, Rejected
2279,2, Graduate, No,9880547,13705202,10,507,23016844,10168321,16990297,2225687, Rejected
2280,4, Graduate, No,248253,618062,8,851,517,15684161,344592,14217652, Approved
2281,4, Not Graduate, Yes,4916100,8975215,12,333,20112551,16312302,8654835,2956168, Rejected
2282,2, Graduate, Yes,9298305,26402259,6,334,22418752,17586065,19181587,11837455, Rejected
2283,1, Graduate, No,7226247,10700404,20,338,15095620,7753455,21895050,902437, Rejected
2284,4, Graduate, Yes,2787692,9325697,14,832,17494520,9235439,7416601,9618977, Approved
2285,4, Graduate, Yes,6444766,16984976,18,354,1628114,1531130,13146309,6665740, Rejected
2286,4, Graduate, No,2282269,8817030,16,864,28656078,3397792,6371046,7943195, Approved
2287,5, Graduate, No,2501468,7698680,16,410,28032066,7324356,7612904,11523002, Rejected
2288,4, Not Graduate, Yes,9042819,24810472,4,629,22149489,15705303,6098890,3083961, Approved
2289,5, Graduate, Yes,656767,2268018,12,882,340937,8659546,1495252,62501, Approved
2290,2, Not Graduate, Yes,9533297,14328394,18,369,12419028,11393728,6004112,3247023, Rejected
2291,2, Graduate, No,4597546,12987037,2,468,23702367,16791431,6548498,11813306, Rejected
2292,1, Graduate, Yes,828121,1697062,10,736,19575963,9227039,2308179,8693675, Approved
